Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Miles Mikolas","WSN","ST",37,0,1,6.517239236095285,3,3,0,0,0,0,0,9.2,46,9,8,7,2,7,0,1,0,0,6,"Miles Mikolas","9803",571945
"Gerardo Carrillo","ARI","ST",27,1,0,1.588234403142142,6,0,0,0,0,0,2,5.2,20,3,1,1,1,1,0,0,2,0,5,"Gerardo Carrillo","sa3002790",672629
"Helcris Olivárez","KCR","ST",25,2,1,8.590912814969503,8,0,0,0,0,0,1,7.1,36,7,7,7,0,6,0,2,3,0,6,"Helcris Olivarez","sa3002965",672487
"Sam Carlson","HOU","ST",27,0,0,0,4,0,0,0,0,0,1,5.1,22,4,0,0,0,1,0,0,0,0,7,"Sam Carlson","sa3005015",672277
"Matt Turner","NYM","ST",26,1,0,0,5,0,0,0,0,0,1,5,20,2,0,0,0,3,0,0,0,0,6,"Matt Turner","sa3005029",676666
"Juan Sanchez","SFG","ST",25,0,0,0,7,0,0,0,2,0,1,6.1,25,2,0,0,0,5,0,0,0,0,8,"Juan Sanchez","sa3005444",678738
"Samuel Vasquez","MIA","ST",26,0,0,3,5,0,0,0,1,0,1,6,25,4,2,2,0,2,0,1,2,0,6,"Samuel Vasquez","sa3005849",679029
"Wilkin Ramos","SFG","ST",25,0,0,11.812507040802862,5,0,0,0,0,0,1,5.1,32,10,7,7,1,6,0,0,1,0,2,"Wilkin Ramos","sa3006487",678576
"Gabe Mosser","SEA","ST",30,0,1,8.437505029144901,3,0,0,0,0,1,0,5.1,26,10,5,5,0,1,0,0,0,0,5,"Gabe Mosser","sa3006834",682077
"Ryan Weiss","HOU","ST",29,1,0,3.483872039509447,4,1,0,0,0,0,1,10.1,45,7,4,4,0,8,0,0,0,0,7,"Ryan Weiss","sa3007778",680802
"Peyton Gray","TEX","ST",31,1,0,1.8620683531700815,8,0,0,0,2,0,1,9.2,33,4,2,2,1,0,0,0,0,0,17,"Peyton Gray","sa3008046",682608
"Angel Bastardo","TOR","ST",24,0,0,2.5714285714285716,6,0,0,0,0,0,1,7,28,4,2,2,0,5,0,0,2,0,3,"Angel Bastardo","sa3009716",682785
"Stephen Jones","MIA","ST",28,0,0,0,5,0,0,0,2,0,1,5,18,1,1,0,0,2,0,2,0,0,6,"Stephen Jones","sa3009935",682240
"Chase Solesky","TBR","ST",28,0,0,3.857142857142857,5,0,0,0,0,0,2,7,33,8,5,3,0,4,0,0,0,0,8,"Chase Solesky","sa3009940",686678
"Anthony Nunez","BAL","ST",24,0,0,0,5,0,0,0,0,0,3,5,19,3,0,0,0,0,0,0,1,0,6,"Anthony Nunez","sa3010171",689296
"Justin Yeager","SDP","ST",28,0,0,10.12500603497388,7,0,0,0,0,0,1,5.1,29,9,6,6,0,4,0,0,0,0,6,"Justin Yeager","sa3010825",687866
"Bradley Hanner","NYY","ST",27,0,1,6.428571428571429,7,0,0,0,1,0,1,7,34,8,6,5,1,4,0,1,0,0,7,"Bradley Hanner","sa3010837",690440
"Antoine Kelly","LAD","ST",26,1,0,0,8,0,0,0,0,0,1,7.2,29,3,0,0,0,4,0,0,0,0,10,"Antoine Kelly","sa3011135",681520
"T.J. Sikkema","BOS","ST",27,0,1,9,3,1,0,0,0,0,0,5,26,10,6,5,0,1,0,0,1,0,5,"T.J. Sikkema","sa3011191",674674
"Aidan Anderson","TEX","ST",29,0,0,1.5,7,0,0,0,1,0,1,6,25,4,1,1,1,2,0,1,0,0,6,"Aidan Anderson","sa3011250",689379
"Jack Ralston","MIA","ST",28,0,0,0,5,0,0,0,0,0,3,5,20,5,0,0,0,2,0,0,0,0,10,"Jack Ralston","sa3011296",667652
"Noah Song","BOS","ST",29,0,0,1.125,6,0,0,0,1,0,1,8,30,3,1,1,0,4,0,1,3,0,9,"Noah Song","sa3011695",679977
"Gavin Collyer","TEX","ST",25,0,0,3.521737670177928,7,0,0,0,0,0,2,7.2,35,8,3,3,0,4,0,1,1,0,8,"Gavin Collyer","sa3011742",686560
"Shane Drohan","MIL","ST",27,1,2,4.263156824825481,4,1,0,0,0,0,0,12.2,52,12,7,6,1,4,0,1,0,0,15,"Shane Drohan","sa3014447",675660
"Zach McCambley","PHI","ST",27,0,0,1.2272732592813576,8,0,0,0,0,0,2,7.1,31,5,1,1,0,6,0,1,0,0,4,"Zach McCambley","sa3014478",685112
"Carter Baumler","TEX","ST",24,0,0,0,6,0,0,0,0,0,3,7.1,29,4,1,0,0,2,0,0,0,1,7,"Carter Baumler","sa3014480",691945
"CJ Van Eyk","TOR","ST",27,1,2,10.125,4,1,0,0,0,0,0,8,41,9,9,9,1,9,0,1,0,0,5,"CJ Van Eyk","sa3014713",669310
"Adisyn Coffey","CHW","ST",27,0,0,7.2,4,1,0,0,0,0,2,5,22,6,4,4,1,1,0,0,2,0,6,"Adisyn Coffey","sa3014738",676249
"Adam Laskey","COL","ST",28,1,1,3,4,0,0,0,1,1,0,12,50,16,4,4,1,1,0,0,0,0,11,"Adam Laskey","sa3014851",669445
"Nick Davila","SEA","ST",27,0,0,6.75000402331592,7,0,0,0,0,0,1,5.1,23,4,4,4,1,2,0,0,0,0,6,"Nick Davila","sa3014980",689546
"Ryan Watson","BOS","ST",28,0,0,5.785716256317499,8,0,0,0,0,0,2,9.1,41,11,6,6,0,3,0,1,0,0,6,"Ryan Watson","sa3015070",670245
"Coleman Crow","MIL","ST",25,0,0,4.5,3,1,0,0,1,0,0,6,25,6,3,3,1,0,0,1,0,0,3,"Coleman Crow","sa3015142",689441
"Eiberson Castellano","COL","ST",25,0,0,3,4,1,0,0,0,1,1,9,41,11,4,3,0,6,0,1,2,0,6,"Eiberson Castellano","sa3015414",682769
"Alimber Santa","HOU","ST",23,0,0,3.6,5,0,0,0,1,0,2,5,26,5,2,2,0,6,0,0,0,0,6,"Alimber Santa","sa3015478",695001
"Alexander Alberto","CHW","ST",24,0,1,10.799994850161147,7,0,0,0,0,0,3,6.2,35,12,10,8,0,4,0,0,1,0,7,"Alexander Alberto","sa3015986",693739
"Welinton Herrera","COL","ST",22,0,0,11.812507040802862,4,0,0,0,0,1,0,5.1,27,9,7,7,1,2,0,1,0,0,4,"Welinton Herrera","sa3016061",700327
"Jedixson Paez","CHW","ST",22,1,0,7.269228102893791,6,1,0,0,0,0,0,8.2,39,9,7,7,1,3,0,0,0,0,11,"Jedixson Paez","sa3016264",699151
"Miguel Ullola","HOU","ST",24,0,0,10.12500603497388,3,0,0,0,0,2,1,5.1,26,6,6,6,3,6,0,0,0,0,4,"Miguel Ullola","sa3016504",699044
"Kendry Rojas","MIN","ST",23,1,1,9.449995493891004,3,0,0,0,0,1,0,6.2,28,7,7,7,1,1,0,0,0,1,7,"Kendry Rojas","sa3016746",696070
"Jimmy Kingsbury","SEA","ST",27,0,0,3.176468806284284,7,0,0,0,0,0,1,5.2,25,6,2,2,1,2,0,0,0,0,5,"Jimmy Kingsbury","sa3016838",700675
"Griff McGarry","WSN","ST",27,0,0,3.176468806284284,6,0,0,0,1,0,3,5.2,27,4,2,2,1,5,0,1,0,0,6,"Griff McGarry","sa3017130",676046
"Logan Workman","TBR","ST",27,0,0,9.391300453807808,4,1,0,0,0,0,0,7.2,36,11,8,8,3,5,0,1,0,0,6,"Logan Workman","sa3017313",694312
"Garrett Hawkins","SDP","ST",26,0,1,4.5,7,0,0,0,1,0,0,6,30,7,3,3,0,5,0,0,1,0,7,"Garrett Hawkins","sa3017383",678184
"Tanner McDougal","CHW","ST",23,0,1,2.25,3,0,0,0,1,0,1,8,32,7,2,2,0,0,0,1,0,0,7,"Tanner McDougal","sa3017471",701780
"Wyatt Olds","BOS","ST",26,0,0,6.749996781350717,7,0,0,0,0,0,4,6.2,30,5,5,5,0,5,0,1,1,0,9,"Wyatt Olds","sa3017539",681544
"Jacob Webb","BOS","ST",27,1,2,13.50000804663184,6,0,0,0,0,1,1,5.1,31,7,9,8,2,8,0,0,3,0,7,"Jacob Webb","sa3017547",701288
"Riley Martin","CHC","ST",28,1,1,5.06250301748694,4,1,0,0,0,0,0,5.1,22,6,3,3,0,1,0,0,1,0,4,"Riley Martin","sa3017601",702303
"Tyler Uberstine","BOS","ST",27,0,2,6.136366296406788,4,0,0,0,0,1,1,7.1,35,6,8,5,2,5,0,1,0,0,11,"Tyler Uberstine","sa3017643",700413
"Mitch Bratt","ARI","ST",22,0,1,9,3,3,0,0,0,0,0,6,31,7,7,6,1,6,0,1,0,0,6,"Mitch Bratt","sa3017719",683352
"Ronan Kopp","LAD","ST",23,0,0,0,5,0,0,0,1,0,0,5,21,4,2,0,0,2,0,0,0,0,3,"Ronan Kopp","sa3017751",691947
"Will Dion","CLE","ST",26,0,0,2.8421066897074496,5,0,0,0,2,0,1,6.1,26,8,2,2,0,0,0,0,0,0,5,"Will Dion","sa3017850",702021
"Andrew Painter","PHI","ST",23,0,0,2.314285083693073,4,4,0,0,0,0,0,11.2,43,7,3,3,1,2,0,0,0,0,8,"Andrew Painter","sa3017880",691725
"Blake Holub","MIL","ST",27,0,0,0,6,0,0,0,1,0,1,5.1,18,1,0,0,0,1,0,0,0,0,6,"Blake Holub","sa3018147",700183
"Shane Panzini","KCR","ST",24,0,1,8.217387897081833,8,0,0,0,0,2,0,7.2,37,9,7,7,1,5,0,0,0,0,6,"Shane Panzini","sa3018257",695556
"Walbert Urena","LAA","ST",22,3,0,4.595743748331324,6,1,0,0,0,1,0,15.2,63,13,8,8,0,5,0,1,1,0,14,"Walbert Urena","sa3018298",700712
"Carlos Lagrange","NYY","ST",23,1,0,0.6585364321879801,4,1,0,0,1,0,1,13.2,51,6,2,1,1,4,0,1,1,0,13,"Carlos Lagrange","sa3019390",801739
"Elmer Rodríguez","NYY","ST",22,1,0,3,2,2,0,0,0,0,0,6,23,5,2,2,0,1,0,0,0,0,5,"Elmer Rodriguez","sa3019459",695684
"Matt Pushard","STL","ST",28,0,0,4.04999806881043,7,0,0,0,1,0,2,6.2,30,8,3,3,2,2,0,0,0,0,7,"Matt Pushard","sa3019955",690155
"Grant Kipp","CHC","ST",26,0,1,4.90909303712543,5,0,0,0,1,1,0,7.1,27,6,4,4,2,1,0,0,0,0,6,"Grant Kipp","sa3020185",805990
"Brian Fitzpatrick","MIL","ST",26,1,0,0,6,0,0,0,0,0,2,6,22,2,0,0,0,1,0,0,0,1,7,"Brian Fitzpatrick","sa3020265",702153
"Andrew Walling","PHI","ST",26,0,1,9,7,0,0,0,0,1,1,7,32,9,7,7,1,2,0,2,0,0,8,"Andrew Walling","sa3020319",681003
"JR Ritchie","ATL","ST",23,1,1,2.25,4,1,0,0,0,0,0,12,43,2,3,3,1,5,0,2,0,0,14,"JR Ritchie","sa3020395",702275
"Chris Campos","LAD","ST",25,0,0,1.2857142857142858,5,0,0,0,1,0,1,7,30,8,1,1,0,0,0,0,0,0,10,"Chris Campos","sa3020396",702318
"Spencer Miles","TOR","ST",25,0,0,4.153844630225024,6,0,0,0,0,1,1,8.2,43,11,4,4,2,5,0,1,0,0,11,"Spencer Miles","sa3020475",693686
"Cameron Weston","BAL","ST",25,0,0,0,2,0,0,0,0,0,1,5,19,2,0,0,0,2,0,0,0,0,8,"Cameron Weston","sa3020528",687721
"Andrew Morris","MIN","ST",24,0,1,5.399997425080573,3,1,0,0,0,0,0,6.2,33,7,4,4,0,3,0,0,0,0,5,"Andrew Morris","sa3020569",702193
"Trevor Martin","TBR","ST",25,1,0,6.230766945337535,9,0,0,0,1,2,1,8.2,35,10,6,6,1,2,0,0,0,1,10,"Trevor Martin","sa3020608",694680
"Robby Snelling","MIA","ST",22,0,1,7.560002883912233,4,2,0,0,0,0,1,8.1,40,12,8,7,1,4,0,0,0,0,13,"Robby Snelling","sa3020707",702281
"Brycen Mautz","STL","ST",24,0,0,2.8421066897074496,3,0,0,0,0,1,0,6.1,31,5,3,2,0,7,0,1,0,0,6,"Brycen Mautz","sa3020710",802408
"Tyler Schweitzer","CHW","ST",25,1,0,3.857142857142857,5,0,0,0,0,0,1,7,29,8,3,3,2,3,0,0,2,0,8,"Tyler Schweitzer","sa3020712",805326
"Cameron Foster","BAL","ST",27,0,0,0,5,0,0,0,0,0,3,5,19,2,0,0,0,2,0,0,0,0,5,"Cameron Foster","sa3020735",671382
"Peyton Pallette","CLE","ST",25,0,0,0,5,0,0,0,0,0,0,6,23,3,0,0,0,3,0,0,0,0,11,"Peyton Pallette","sa3020742",688883
"Max Rajcic","STL","ST",24,0,0,1.5,4,0,0,0,0,0,1,6,23,3,1,1,0,2,0,1,0,0,4,"Max Rajcic","sa3020746",691008
"Cade Winquest","NYY","ST",26,0,1,6.480002471924771,8,0,0,0,0,1,2,8.1,37,11,7,6,3,3,0,1,2,0,7,"Cade Winquest","sa3020805",685464
"Connor Prielipp","MIN","ST",25,1,1,6.75000402331592,3,0,0,0,0,1,0,5.1,28,6,4,4,2,6,0,0,0,0,6,"Connor Prielipp","sa3020808",687570
"Riley Cornelio","WSN","ST",26,0,0,1.8,2,0,0,0,0,0,0,5,17,3,1,1,1,0,0,0,0,0,7,"Riley Cornelio","sa3020830",683000
"Connor Noland","CHC","ST",26,0,0,1.8,3,0,0,0,1,0,0,5,25,5,1,1,0,5,0,0,0,0,6,"Connor Noland","sa3020834",690939
"Alex Hoppe","SEA","ST",27,0,0,13.499993562701434,7,0,0,0,0,1,0,6.2,36,10,10,10,3,6,0,0,2,0,9,"Alex Hoppe","sa3020836",695380
"Hunter Patteson","KCR","ST",26,0,1,11.117640821994993,7,0,0,0,0,0,1,5.2,36,12,7,7,0,7,0,1,0,0,1,"Hunter Patteson","sa3020954",687593
"Will Childers","MIL","ST",25,0,0,0,6,0,0,0,1,0,3,5,17,4,0,0,0,0,0,0,0,0,5,"Will Childers","sa3021720",682999
"Kohl Drake","ARI","ST",25,1,1,10.5,3,2,0,0,0,0,0,6,29,8,7,7,1,4,0,0,0,0,5,"Kohl Drake","sa3021723",684442
"Ryan Lobus","TEX","ST",25,0,0,0,4,0,0,0,0,0,0,5,19,2,0,0,0,2,0,0,0,0,2,"Ryan Lobus","sa3022744",815590
"Sean Sullivan","COL","ST",23,2,0,3.374998994171919,5,1,0,0,0,0,2,10.2,44,8,4,4,1,3,0,0,0,0,8,"Sean Sullivan","sa3023162",807743
"Nigel Belgrave","MIA","ST",24,0,2,3.6,5,0,0,0,0,0,1,5,24,3,3,2,0,4,0,3,1,0,5,"Nigel Belgrave","sa3023180",811310
"Cam Day","LAD","ST",23,1,0,4.7647032094264254,5,0,0,0,0,0,1,5.2,24,5,3,3,0,3,0,0,1,0,4,"Cam Day","sa3023201",701764
"Josh Ekness","MIA","ST",24,0,0,4,8,0,0,0,1,0,2,9,36,6,4,4,0,3,0,0,0,0,15,"Josh Ekness","sa3023204",694795
"Kade Morris","ATH","ST",24,0,0,6,3,0,0,0,0,0,0,6,26,8,4,4,2,3,0,0,3,0,5,"Kade Morris","sa3023206",695034
"Trey Gibson","BAL","ST",24,0,0,4.655170882925203,3,1,0,0,1,1,0,9.2,38,6,5,5,3,3,0,0,0,0,6,"Trey Gibson","sa3023250",694346
"Jack Wenninger","NYM","ST",24,1,0,2.6999987125402867,3,1,0,0,0,0,1,6.2,32,6,2,2,0,7,0,0,1,0,10,"Jack Wenninger","sa3023282",811307
"Quinn Mathews","STL","ST",25,1,1,4.090909090909091,4,2,0,0,0,2,0,11,51,7,6,5,1,7,0,3,1,0,16,"Quinn Mathews","sa3023407",687273
"Ty Johnson","TBR","ST",24,0,1,1.68750100582898,3,1,0,0,0,0,0,5.1,19,1,1,1,0,2,0,0,0,0,5,"Ty Johnson","sa3023410",694494
"Chuck King","PHI","ST",28,0,1,13.499993562701434,4,1,0,0,0,0,0,6.2,35,10,10,10,2,5,0,0,1,0,10,"Chuck King","sa3023436",666155
"George Klassen","LAA","ST",24,1,1,3.8571418061551213,4,3,0,0,0,0,0,11.2,51,9,5,5,3,5,0,3,1,0,10,"George Klassen","sa3023440",691946
"Levi Wells","BAL","ST",24,0,1,7.714285714285714,3,1,0,0,0,0,0,7,31,7,6,6,0,3,0,0,1,0,5,"Levi Wells","sa3023441",694370
"Zach Thornton","NYM","ST",24,2,0,1.3499993562701433,2,2,0,0,0,0,0,6.2,27,6,1,1,0,1,0,0,0,1,4,"Zach Thornton","sa3023505",804267
"Nestor German","BAL","ST",24,1,1,8.437505029144901,2,0,0,0,0,0,0,5.1,24,5,5,5,3,3,0,0,1,0,7,"Nestor German","sa3023517",815148
"Grant Rogers","TOR","ST",25,0,2,8.590912814969503,3,3,0,0,0,0,0,7.1,36,11,10,7,1,1,0,2,1,1,6,"Grant Rogers","sa3023522",814804
"Carson Hobbs","LAD","ST",24,0,0,10.8,5,0,0,0,0,3,2,5,26,9,7,6,4,1,0,0,1,0,7,"Carson Hobbs","sa3023573",814481
"Connor Schultz","CHC","ST",27,0,1,10.8,4,0,0,0,0,1,0,5,28,11,6,6,5,1,0,1,0,0,2,"Connor Schultz","sa3024948",701565
"Konner Eaton","COL","ST",23,1,0,4.263160034561174,4,0,0,0,0,1,1,6.1,31,8,4,3,0,6,0,0,0,0,9,"Konner Eaton","sa3025350",820825
"Kade Anderson","SEA","ST",21,1,1,6.428571428571429,3,3,0,0,0,0,0,7,30,7,5,5,1,3,0,0,0,0,9,"Kade Anderson","sa3026056",807739
"Javen Coleman","TOR","ST",24,0,0,0,6,0,0,0,1,1,3,6.2,27,3,0,0,0,4,0,0,0,0,6,"Javen Coleman","sa3029151",694495
"Austin Gordon","LAA","ST",23,0,1,3.375,4,1,0,0,0,1,0,8,37,12,3,3,0,1,0,0,0,0,8,"Austin Gordon","sa3032478",803135
"Ben Hess","NYY","ST",23,1,0,1.8,2,0,0,0,0,0,1,5,20,3,1,1,0,2,0,1,0,0,6,"Ben Hess","sa3033725",696292
"Gage Jump","ATH","ST",23,1,1,1.8620683531700815,4,2,0,0,0,0,1,9.2,39,9,2,2,0,3,0,1,0,0,7,"Gage Jump","sa3034986",695611
"Tatsuya Imai","HOU","ST",28,1,0,0,3,3,0,0,0,0,0,6,20,2,0,0,0,1,0,0,0,0,7,"Tatsuya Imai","sa3062955",837227
"Eston Stull","MIN","ST",27,0,0,9,5,1,0,0,1,0,0,5,27,8,5,5,1,3,0,2,0,0,3,"Eston Stull","sa3067506",834575
"Trey Supak","TEX","ST",30,1,0,1.5882357396057745,4,2,0,0,0,0,0,11.1,43,8,3,2,1,1,0,0,0,0,6,"Trey Supak","sa828707",657022
